,covid_cases_geocode,geocode_by_degree,correspondence_by_degree,geocode_by_betweenness,correspondence_by_betweenness,geocode_by_strength,correspondence_by_strength,geocode_by_betweenness_w,correspondence_by_betweenness_w
165,1721000.0,1721000.0,1.0,1721000.0,1.0,3302601.0,0.7289156626506024,1721000.0,1.0
166,2611606.0,2611606.0,1.0,2611606.0,1.0,4109500.0,0.7365269461077845,2611606.0,1.0
167,3543402.0,3543402.0,1.0,3543402.0,1.0,4118204.0,0.7440476190476191,3543402.0,1.0
168,3549904.0,3549904.0,1.0,3549904.0,1.0,2307304.0,0.7455621301775148,3549904.0,1.0
169,3549805.0,3549805.0,1.0,3549805.0,1.0,1303007.0,0.7470588235294118,3549805.0,1.0
170,3170206.0,3170206.0,1.0,3170206.0,1.0,4204202.0,0.7485380116959064,3170206.0,1.0
171,3205002.0,3205002.0,1.0,3205002.0,1.0,1302900.0,0.7558139534883721,3205002.0,1.0
172,5101803.0,5101803.0,1.0,5101803.0,1.0,4119905.0,0.7630057803468208,5101803.0,1.0
173,3170107.0,3170107.0,1.0,3170107.0,1.0,5107925.0,0.764367816091954,3170107.0,1.0
174,4208807.0,4208807.0,1.0,4208807.0,1.0,5300108.0,0.7714285714285715,4208807.0,1.0
175,1400100.0,1400100.0,1.0,1400100.0,1.0,1505700.0,0.7784090909090909,1400100.0,1.0
176,2211001.0,2211001.0,1.0,2211001.0,1.0,2109403.0,0.7853107344632768,2211001.0,1.0
177,3300704.0,3300704.0,1.0,3300704.0,1.0,1504000.0,0.7921348314606742,3300704.0,1.0
178,5204508.0,5204508.0,1.0,5204508.0,1.0,1502509.0,0.7988826815642458,5204508.0,1.0
179,2307254.0,2307254.0,1.0,2307254.0,1.0,3170701.0,0.8,2307254.0,1.0
180,2307304.0,2307304.0,1.0,2307304.0,1.0,2100204.0,0.8066298342541437,2307304.0,1.0
181,2504009.0,2504009.0,1.0,2504009.0,1.0,2111300.0,0.8131868131868132,2504009.0,1.0
182,2933307.0,2933307.0,1.0,2933307.0,1.0,1302801.0,0.819672131147541,2933307.0,1.0
183,2903201.0,2903201.0,1.0,2903201.0,1.0,1304104.0,0.8260869565217391,2903201.0,1.0
184,2931350.0,2931350.0,1.0,2931350.0,1.0,3170107.0,0.8324324324324325,2931350.0,1.0
185,2908309.0,2908309.0,1.0,2908309.0,1.0,4208401.0,0.8387096774193549,2908309.0,1.0
186,3541406.0,3541406.0,1.0,3541406.0,1.0,4314498.0,0.8449197860962567,3541406.0,1.0
187,4209300.0,4209300.0,1.0,4209300.0,1.0,1302207.0,0.851063829787234,4209300.0,1.0
188,2611101.0,2611101.0,1.0,2611101.0,1.0,2111201.0,0.8518518518518519,2611101.0,1.0
189,1200401.0,1200401.0,1.0,1200401.0,1.0,2926004.0,0.8578947368421053,1200401.0,1.0
190,1702109.0,1702109.0,1.0,1702109.0,1.0,2930204.0,0.8638743455497382,1702109.0,1.0
191,2303501.0,2303501.0,1.0,2303501.0,1.0,1500701.0,0.8697916666666666,2303501.0,1.0
192,4113700.0,4113700.0,1.0,4113700.0,1.0,1500107.0,0.8756476683937824,4113700.0,1.0
193,4115200.0,4115200.0,1.0,4115200.0,1.0,1507904.0,0.8814432989690721,4115200.0,1.0
194,4204202.0,4204202.0,1.0,4204202.0,1.0,1200203.0,0.8871794871794871,4204202.0,1.0
195,5003207.0,5003207.0,1.0,5003207.0,1.0,1508100.0,0.8928571428571429,5003207.0,1.0
196,4305108.0,4305108.0,1.0,4305108.0,1.0,1508308.0,0.8984771573604061,4305108.0,1.0
197,1100122.0,1100122.0,1.0,1100122.0,1.0,2102903.0,0.9040404040404041,1100122.0,1.0
198,1100304.0,1100304.0,1.0,1100304.0,1.0,2105302.0,0.9095477386934674,1100304.0,1.0
199,1100049.0,1100049.0,1.0,1100049.0,1.0,2611101.0,0.915,1100049.0,1.0
200,1501600.0,1501600.0,1.0,1501600.0,1.0,1710706.0,0.9203980099502488,1501600.0,1.0
201,5003702.0,5003702.0,1.0,5003702.0,1.0,2301109.0,0.9207920792079208,5003702.0,1.0
202,4314100.0,4314100.0,1.0,4314100.0,1.0,1303205.0,0.9261083743842364,4314100.0,1.0
203,2605459.0,2605459.0,1.0,2605459.0,1.0,2105104.0,0.9313725490196079,2605459.0,1.0
204,4109401.0,4109401.0,1.0,4109401.0,1.0,1501204.0,0.9365853658536586,4109401.0,1.0
205,3136702.0,3136702.0,1.0,3136702.0,1.0,1301852.0,0.941747572815534,3136702.0,1.0
206,4209102.0,4209102.0,1.0,4209102.0,1.0,1500206.0,0.9468599033816425,4209102.0,1.0
207,3302403.0,3302403.0,1.0,3302403.0,1.0,1301803.0,0.9519230769230769,3302403.0,1.0
208,2207702.0,2207702.0,1.0,2207702.0,1.0,1508084.0,0.9569377990430622,2207702.0,1.0
209,5107602.0,5107602.0,1.0,5107602.0,1.0,2924405.0,0.9619047619047619,5107602.0,1.0
210,5008305.0,5008305.0,1.0,5008305.0,1.0,2933604.0,0.966824644549763,5008305.0,1.0
211,5218805.0,5218805.0,1.0,5218805.0,1.0,1300904.0,0.9716981132075472,5218805.0,1.0
212,2919306.0,2919306.0,1.0,2919306.0,1.0,1500602.0,0.9765258215962441,2919306.0,1.0
213,2510808.0,2510808.0,1.0,2510808.0,1.0,2709202.0,0.9766355140186916,2510808.0,1.0
214,2408003.0,2408003.0,1.0,2408003.0,1.0,2802403.0,0.9813953488372092,2408003.0,1.0
215,2301109.0,2301109.0,1.0,2301109.0,1.0,5107909.0,0.9861111111111112,2301109.0,1.0
216,2924009.0,2924009.0,1.0,2924009.0,1.0,3549805.0,0.9907834101382489,2924009.0,1.0
217,3170701.0,3170701.0,1.0,3170701.0,1.0,2510808.0,0.9954128440366973,3170701.0,1.0
218,2910800.0,2910800.0,1.0,2910800.0,1.0,1504208.0,1.0,2910800.0,1.0
