,cities,geocode
859,Araçariguama/SP,3502754
860,Barroquinha/CE,2302057
861,Bujaru/PA,1501907
862,Caiabu/SP,3508900
863,Cambuquira/MG,3110707
864,Capim Grosso/BA,2906873
865,Careiro/AM,1301100
866,Cariri do Tocantins/TO,1703867
867,Conceição das Alagoas/MG,3117306
868,Encanto/RN,2403301
869,Encruzilhada do Sul/RS,4306908
870,Ferros/MG,3125903
871,Forquilha/CE,2304350
872,Gameleira/PE,2605905
873,Ibirité/MG,3129806
874,Ibirá/SP,3519402
875,Ipuiúna/MG,3131505
876,Itarema/CE,2306553
877,Ituiutaba/MG,3134202
878,Jaboticatubas/MG,3134608
879,Luís Eduardo Magalhães/BA,2919553
880,Monte Carmelo/MG,3143104
881,Pacaraima/RR,1400456
882,Paranaíba/MS,5006309
883,Paraíso do Tocantins/TO,1716109
884,Quatipuru/PA,1506112
885,Quipapá/PE,2611507
886,Rialma/GO,5218607
887,Santa Cecília/SC,4215505
888,Santa Cruz do Capibaribe/PE,2612505
889,Santa Cruz/RN,2411205
890,Santa Lúcia/SP,3546900
891,Sertânia/PE,2614105
892,São Bento do Una/PE,2613008
893,São Brás do Suaçuí/MG,3160900
894,São Gotardo/MG,3162104
895,São José do Calçado/ES,3204807
896,São Miguel do Guamá/PA,1507607
897,Toritama/PE,2615409
898,Tracunhaém/PE,2615508
899,Vitória do Mearim/MA,2112902
900,Abaeté/MG,3100203
901,Alfredo Chaves/ES,3200300
902,Altamira do Maranhão/MA,2100402
903,Bonfim/MG,3108107
904,Campos Gerais/MG,3111606
905,Canguaretama/RN,2402204
906,Caxias/MA,2103000
907,Cerro Corá/RN,2402709
908,Chã Grande/PE,2604502
909,Espinosa/MG,3124302
910,Glória do Goitá/PE,2606101
911,Imbé/RS,4310330
912,Itaguaru/GO,5210604
913,Ituporanga/SC,4208500
914,Jussara/PR,4113007
915,Lagoa de Pedras/RN,2406304
916,Machados/PE,2609105
917,Marliéria/MG,3140308
918,Mirinzal/MA,2106805
919,Naviraí/MS,5005707
920,Nerópolis/GO,5214507
921,Nova Serrana/MG,3145208
922,Pacajus/CE,2309607
923,Perdões/MG,3149903
924,Pirapetinga/MG,3151107
925,Piraí/RJ,3304003
926,Pirenópolis/GO,5217302
927,Santa Leopoldina/ES,3204500
928,Santa Mônica/PR,4123956
929,Santa Rita/MA,2110203
930,Sapé/PB,2515302
931,Saquarema/RJ,3305505
932,Serra do Ramalho/BA,2930154
933,São Fidélis/RJ,3304805
934,São José da Coroa Grande/PE,2613404
935,Uruaçu/GO,5221601
936,Veranópolis/RS,4322806
937,Zé Doca/MA,2114007
938,Abaíra/BA,2900108
939,Acari/RN,2400109
940,Acopiara/CE,2300309
941,Ajuricaba/RS,4300208
942,Apucarana/PR,4101408
943,Araçoiaba/PE,2601052
944,Bezerros/PE,2601904
945,Campos do Jordão/SP,3509700
946,Canavieiras/BA,2906303
947,Capanema/PA,1502202
948,Capivari de Baixo/SC,4203956
949,Caracol/PI,2202505
950,Conceição do Araguaia/PA,1502707
951,Coxim/MS,5003306
952,Cruzeiro do Sul/AC,1200203
953,Currais Novos/RN,2403103
954,Espumoso/RS,4307500
955,Formosa/GO,5208004
956,Garça/SP,3516705
957,Gravatá/PE,2606408
958,Graça/CE,2304657
959,Igaratá/SP,3520202
960,Ipumirim/SC,4207700
961,Itapé/BA,2916203
962,Jataizinho/PR,4112702
963,Lagoa dos Gatos/PE,2608701
964,Macatuba/SP,3528007
965,Paraúna/GO,5216403
966,Pau dos Ferros/RN,2409407
967,Pimenteiras/PI,2208106
968,Rio Pardo/RS,4315701
969,Rio do Sul/SC,4214805
970,Salinópolis/PA,1506203
971,Santo Cristo/RS,4317905
972,Teutônia/RS,4321451
973,Trairi/CE,2313500
974,Ubatuba/SP,3555406
975,Venâncio Aires/RS,4322608
976,Araxá/MG,3104007
977,Armação dos Búzios/RJ,3300233
978,Bariri/SP,3505203
979,Barreira/CE,2301950
980,Bom Jesus da Lapa/BA,2903904
981,Bragança/PA,1501709
982,Cajuru/SP,3509403
983,Canaã dos Carajás/PA,1502152
984,Capistrano/CE,2302909
985,Carnaíba/PE,2603900
986,Cataguases/MG,3115300
987,Chã de Alegria/PE,2604403
988,Conchas/SP,3512308
989,Coronel João Pessoa/RN,2402907
990,Faina/GO,5207535
991,Floresta Azul/BA,2911006
992,Goianira/GO,5208806
993,Goianá/MG,3127388
994,Governador Nunes Freire/MA,2104677
995,Guaranésia/MG,3128303
996,Jerônimo Monteiro/ES,3203106
997,Leme/SP,3526704
998,Lins/SP,3527108
999,Lábrea/AM,1302405
1000,Mairinque/SP,3528403
1001,Matias Barbosa/MG,3140803
1002,Mazagão/AP,1600402
1003,Mongaguá/SP,3531100
1004,Morrinhos/GO,5213806
1005,Nhandeara/SP,3532603
1006,Nova Ipixuna/PA,1504976
1007,Paracuru/CE,2310209
1008,Passos/MG,3147907
1009,Pilar do Sul/SP,3537909
1010,Pontal/SP,3540200
1011,Pontes e Lacerda/MT,5106752
1012,Porto Grande/AP,1600535
1013,Rincão/SP,3543709
1014,Rondon do Pará/PA,1506187
1015,Santa Bárbara do Pará/PA,1506351
1016,Santa Cruz de Monte Castelo/PR,4123303
1017,Santa Maria de Jetibá/ES,3204559
1018,Santa Teresinha/BA,2928505
1019,Santana do Itararé/PR,4124004
1020,Satuba/AL,2708907
1021,São João do Caiuá/PR,4124905
1022,São João do Rio do Peixe/PB,2500700
1023,São Miguel do Gostoso/RN,2412559
1024,São Raimundo Nonato/PI,2210607
1025,São Tomás de Aquino/MG,3165107
1026,Taperoá/PB,2516508
1027,Tucumã/PA,1508084
1028,Tupãssi/PR,4127957
1029,Una/BA,2932507
1030,Vitória do Jari/AP,1600808
1031,Várzea Paulista/SP,3556503
1032,Óbidos/PA,1505106
1033,Almenara/MG,3101706
1034,Altos/PI,2200400
1035,Andradina/SP,3502101
1036,Apiaí/SP,3502705
1037,Aracoiaba/CE,2301208
1038,Aragoiânia/GO,5201801
1039,Areal/RJ,3300225
1040,Assaí/PR,4101903
1041,Baturité/CE,2302107
1042,Belmiro Braga/MG,3106101
1043,Bilac/SP,3506409
1044,Boca da Mata/AL,2701001
1045,Bom Jesus do Norte/ES,3201100
1046,Bonfim do Piauí/PI,2201929
1047,Buritama/SP,3508108
1048,Cachoeira do Arari/PA,1502004
1049,Camocim/CE,2302602
1050,Candelária/RS,4304200
1051,Capitão Poço/PA,1502301
1052,Capão Bonito/SP,3510203
1053,Carapebus/RJ,3300936
1054,Caridade/CE,2303006
1055,Chapada/RS,4305306
1056,Conquista D'Oeste/MT,5103361
1057,Cruzeiro/SP,3513405
1058,Eunápolis/BA,2910727
1059,Fernandópolis/SP,3515509
1060,Granja/CE,2304707
1061,Igarapava/SP,3520103
1062,Irecê/BA,2914604
1063,Jucás/CE,2307403
1064,Laranjal do Jari/AP,1600279
1065,Lorena/SP,3527207
1066,Marapanim/PA,1504406
1067,Massapê/CE,2308005
1068,Mendes/RJ,3302809
1069,Mogi Mirim/SP,3530805
1070,Monte Alegre/PA,1504802
1071,Monte Mor/SP,3531803
1072,Morro Agudo/SP,3531902
1073,Morungaba/SP,3532009
1074,Mulungu/CE,2309102
1075,Nicolau Vergueiro/RS,4312674
1076,Nossa Senhora do Socorro/SE,2804805
1077,Paramirim/BA,2923605
1078,Pederneiras/SP,3536703
1079,Picos/PI,2208007
1080,Piratininga/SP,3539400
1081,Pratânia/SP,3541059
1082,Quissamã/RJ,3304151
1083,Quiterianópolis/CE,2311264
1084,Redenção/CE,2311603
1085,Ribeirão/PE,2611804
1086,Rinópolis/SP,3543808
1087,Rio Largo/AL,2707701
1088,Salitre/CE,2311959
1089,Santa Rosa do Sul/SC,4215653
1090,Santo Antônio do Descoberto/GO,5219753
1091,Silva Jardim/RJ,3305604
1092,São Cristóvão/SE,2806701
1093,Taperoá/BA,2931202
1094,Tauá/CE,2313302
1095,Tio Hugo/RS,4321469
1096,Tocantinópolis/TO,1721208
1097,Triunfo/PE,2615706
1098,Valente/BA,2933000
1099,Vigia/PA,1508209
1100,Vila Valério/ES,3205176
1101,Aiquara/BA,2900603
1102,Alambari/SP,3500758
1103,Amaraji/PE,2600906
1104,Amélia Rodrigues/BA,2901106
1105,Anchieta/ES,3200409
1106,Arabutã/SC,4201273
1107,Armazém/SC,4201505
1108,Bacabal/MA,2101202
1109,Bacabeira/MA,2101251
1110,Barcelona/RN,2401503
1111,Brejetuba/ES,3201159
1112,Buerarema/BA,2904704
1113,Buritis/RO,1100452
1114,Campo Limpo Paulista/SP,3509601
1115,Castilho/SP,3511003
1116,Concórdia/SC,4204301
1117,Cupira/PE,2605004
1118,Curaçá/BA,2909901
1119,Demerval Lobão/PI,2203305
1120,Duartina/SP,3514502
1121,Escada/PE,2605202
1122,Fartura/SP,3515400
1123,Feira Nova/PE,2605400
1124,Flores da Cunha/RS,4308201
1125,Guairaçá/PR,4108908
1126,Inhuma/PI,2204709
1127,Ipanguaçu/RN,2404705
1128,Itabaianinha/SE,2803005
1129,Itapecuru Mirim/MA,2105401
1130,Itaúna/MG,3133808
1131,João Neiva/ES,3203130
1132,Lagarto/SE,2803500
1133,Leopoldina/MG,3138401
1134,Lindóia do Sul/SC,4209854
1135,Miranda/MS,5005608
1136,Mucajaí/RR,1400308
1137,Novo Cruzeiro/MG,3145307
1138,Pedro Canário/ES,3204054
1139,Piracaia/SP,3538600
1140,Pombal/PB,2512101
1141,Porteiras/CE,2311108
1142,Pouso Redondo/SC,4213708
1143,Presidente Kennedy/ES,3204302
1144,Primavera/PA,1506104
1145,Reriutaba/CE,2311702
1146,Rio Novo do Sul/ES,3204401
1147,Rorainópolis/RR,1400472
1148,Santa Gertrudes/SP,3546702
1149,Santo Antônio do Caiuá/PR,4124202
1150,Serra de São Bento/RN,2413300
1151,Surubim/PE,2614501
1152,São Gonçalo do Amarante/CE,2312403
1153,São Joaquim da Barra/SP,3549409
1154,Taiaçu/SP,3553104
1155,Trizidela do Vale/MA,2112233
1156,União dos Palmares/AL,2709301
1157,Acaraú/CE,2300200
1158,Arandu/SP,3503109
1159,Barreirinhas/MA,2101707
1160,Bela Cruz/CE,2302305
1161,Bom Princípio do Piauí/PI,2201919
1162,Caeté/MG,3110004
1163,Camanducaia/MG,3110509
1164,Carmo do Rio Verde/GO,5205000
1165,Ceres/GO,5205406
1166,Chorozinho/CE,2303956
1167,Conselheiro Lafaiete/MG,3118304
1168,Coromandel/MG,3119302
1169,Esperantina/PI,2203701
1170,Francinópolis/PI,2204006
1171,Guaiúba/CE,2304954
1172,Guaraci/PR,4109203
1173,Guaxupé/MG,3128709
1174,Ibaretama/CE,2305266
1175,Ilha Solteira/SP,3520442
1176,Ilhota/SC,4207106
1177,Itaguara/MG,3132206
1178,Itaiópolis/SC,4208104
1179,Itapiúna/CE,2306504
1180,Jaçanã/RN,2405009
1181,Juquitiba/SP,3526209
1182,Lagoa de Itaenga/PE,2608503
1183,Luís Correia/PI,2205706
1184,Meleiro/SC,4210803
1185,Mineiros do Tietê/SP,3529807
1186,Miranda do Norte/MA,2106755
1187,Monte Azul/MG,3142908
1188,Morros/MA,2107100
1189,Mundo Novo/MS,5005681
1190,Munhoz/MG,3143807
1191,Muçum/RS,4312609
1192,Orós/CE,2309508
1193,Paulistânia/SP,3536570
1194,Penha/SC,4212502
1195,Pesqueira/PE,2610905
1196,Poço Branco/RN,2410108
1197,Rancharia/SP,3542206
1198,Registro/SP,3542602
1199,Rio Formoso/PE,2611903
1200,Sanharó/PE,2612406
1201,Santo Antônio da Alegria/SP,3547908
1202,São Bento/PB,2513901
1203,São José do Egito/PE,2613602
1204,São José do Piauí/PI,2210201
1205,São Luiz/RR,1400605
1206,São Miguel/RN,2412500
1207,São Sebastião do Paraíso/MG,3164704
1208,São Vicente Férrer/PE,2613800
1209,Touros/RN,2414407
1210,Tuntum/MA,2112308
1211,Tururu/CE,2313559
1212,Valença/BA,2932903
1213,Vargem Grande/MA,2112704
1214,Vertentes/PE,2616209
1215,Acarape/CE,2300150
1216,Alcântara/MA,2100204
1217,Alto Paraná/PR,4100608
1218,Alto Paraíso/RO,1100403
1219,Alto do Rodrigues/RN,2400703
1220,Angatuba/SP,3502200
1221,Angical do Piauí/PI,2200608
1222,Aparecida/SP,3502507
1223,Arapiraca/AL,2700300
1224,Arari/MA,2101004
1225,Avaí/SP,3504305
1226,Baraúna/RN,2401453
1227,Barra do Garças/MT,5101803
1228,Bento Fernandes/RN,2401602
1229,Bonito/PE,2602308
1230,Cananéia/SP,3509908
1231,Castro Alves/BA,2907301
1232,Catanduvas/SC,4204004
1233,Congo/PB,2504702
1234,Coração de Maria/BA,2908903
1235,Coreaú/CE,2304004
1236,Cururupu/MA,2103703
1237,Dois Vizinhos/PR,4107207
1238,Espera Feliz/MG,3124203
1239,Groaíras/CE,2304905
1240,Guanambi/BA,2911709
1241,Ibirapuitã/RS,4309951
1242,Iguape/SP,3520301
1243,Imbaú/PR,4110078
1244,Indiaroba/SE,2802809
1245,Ipiranga do Norte/MT,5104526
1246,Itaporanga d'Ajuda/SE,2803203
1247,Jaguapitã/PR,4111902
1248,Jaguaruana/CE,2307007
1249,Junco do Maranhão/MA,2105658
1250,Junqueirópolis/SP,3526001
1251,Ladário/MS,5005202
1252,Matinha/MA,2106508
1253,Mirante/BA,2921450
1254,Mirassol d'Oeste/MT,5105622
1255,Morretes/PR,4116208
1256,Nazareno/MG,3144508
1257,Nova Londrina/PR,4117107
1258,Paraíso das Águas/MS,5006275
1259,Piedade/SP,3537800
1260,Pinheiral/RJ,3303955
1261,Populina/SP,3540408
1262,Queimadas/PB,2512507
1263,Ribeira do Piauí/PI,2208874
1264,Rosário/MA,2109601
1265,Santa Isabel do Ivaí/PR,4123709
1266,Santos Dumont/MG,3160702
1267,Selvíria/MS,5007802
1268,Serrana/SP,3551504
1269,Soledade/RS,4320800
1270,São Miguel dos Milagres/AL,2708709
1271,São Rafael/RN,2412807
1272,Taquarituba/SP,3553807
1273,Tarabai/SP,3553906
1274,Três Pontas/MG,3169406
1275,União/PI,2211100
1276,Viçosa/AL,2709400
1277,Alagoinha/PE,2600609
1278,Alcântaras/CE,2300507
1279,Altinho/PE,2600807
1280,Amaporã/PR,4100905
1281,Anajatuba/MA,2100709
1282,Apiacá/ES,3200508
1283,Araripe/CE,2301307
1284,Arceburgo/MG,3104106
1285,Arroio do Meio/RS,4301008
1286,Banabuiú/CE,2301851
1287,Barro Preto/BA,2903300
1288,Caetés/PE,2603207
1289,Carazinho/RS,4304705
1290,Carlos Chagas/MG,3113701
1291,Cruzeiro do Sul/PR,4106704
1292,Custódia/PE,2605103
1293,Estância/SE,2802106
1294,Floriano/PI,2203909
1295,Hidrolândia/CE,2305209
1296,Ibateguara/AL,2703007
1297,Ibicuitinga/CE,2305332
1298,Ielmo Marinho/RN,2404606
1299,Iepê/SP,3519907
1300,Igarapé-Açu/PA,1503200
1301,Inhumas/GO,5210000
1302,Itaobim/MG,3133303
1303,Japurá/PR,4112405
1304,Jardim/CE,2307106
1305,Jatobá/PE,2608057
1306,Jupi/PE,2608305
1307,Lagoa Santa/MG,3137601
1308,Lagoa do Barro do Piauí/PI,2205565
1309,Lajes Pintadas/RN,2406809
1310,Milagres/CE,2308302
1311,Murici/AL,2705507
1312,Não-Me-Toque/RS,4312658
1313,Palma Sola/SC,4212007
1314,Paranacity/PR,4118105
1315,Pedra/PE,2610806
1316,Pedro II/PI,2207900
1317,Pereiro/CE,2310803
1318,Piraju/SP,3538808
1319,Piúma/ES,3204203
1320,Planaltina do Paraná/PR,4119707
1321,Potiretama/CE,2311231
1322,Poção/PE,2611200
1323,Ribeira do Pombal/BA,2926608
1324,Salvaterra/PA,1506302
1325,Santa Terezinha de Itaipu/PR,4124053
1326,Senador Guiomard/AC,1200450
1327,Sirinhaém/PE,2614204
1328,Sobrália/MG,3167707
1329,Tamboara/PR,4126702
1330,Taquaritinga/SP,3553708
1331,Tupanatinga/PE,2615805
1332,Uruoca/CE,2313906
1333,Varzelândia/MG,3170909
1334,Vespasiano/MG,3171204
1335,Viçosa do Ceará/CE,2314102
1336,Viçosa/MG,3171303
1337,Xaxim/SC,4219705
1338,Augusto Corrêa/PA,1500909
1339,Balsas/MA,2101400
1340,Bataguassu/MS,5001904
1341,Betânia do Piauí/PI,2201739
1342,Colares/PA,1502608
1343,Colônia do Gurguéia/PI,2202752
1344,Curvelo/MG,3120904
1345,Elias Fausto/SP,3514908
1346,Ferreiros/PE,2605509
1347,Guzolândia/SP,3518909
1348,Ibiporã/PR,4109807
1349,Ipirá/BA,2914000
1350,Irani/SC,4207809
1351,Itabela/BA,2914653
1352,Itaberaba/BA,2914703
1353,Itamari/BA,2915700
1354,Itapetim/PE,2607703
1355,Itaueira/PI,2205102
1356,Jacarezinho/PR,4111803
1357,Jaguaretama/CE,2306702
1358,Miguel Alves/PI,2206209
1359,Miguelópolis/SP,3529708
1360,Milagres do Maranhão/MA,2106672
1361,Mirandópolis/SP,3530102
1362,Morpará/BA,2921609
1363,Mucugê/BA,2921906
1364,Mãe do Rio/PA,1504059
1365,Oriximiná/PA,1505304
1366,Ourém/PA,1505403
1367,Pentecoste/CE,2310704
1368,Pilar/AL,2706901
1369,Pinhal de São Bento/PR,4119251
1370,Planaltina/GO,5217609
1371,Porto Firme/MG,3152303
1372,Porto da Folha/SE,2805604
1373,Quintana/SP,3542008
1374,Santa Izabel do Pará/PA,1506500
1375,Santo Antônio de Pádua/RJ,3304706
1376,São José da Lapa/MG,3162955
1377,Terra Alta/PA,1507961
1378,Tuparetama/PE,2615904
1379,Vicência/PE,2616308
1380,Vila Bela da Santíssima Trindade/MT,5105507
1381,Vitorino Freire/MA,2113009
1382,Xinguara/PA,1508407
1383,Alegre/ES,3200201
1384,Alexandria/RN,2400505
1385,Arneiroz/CE,2301505
1386,Barbalha/CE,2301901
1387,Cajazeiras/PB,2503704
1388,Capela do Alto/SP,3510302
1389,Capela/AL,2701704
1390,Caroebe/RR,1400233
1391,Chavantes/SP,3557204
1392,Conde/PB,2504603
1393,Cravolândia/BA,2909505
1394,Cruz do Espírito Santo/PB,2504900
1395,Domingos Martins/ES,3201902
1396,Espírito Santo do Dourado/MG,3124401
1397,Guaçuí/ES,3202306
1398,Inajá/PE,2607000
1399,Inhangapi/PA,1503408
1400,Irupi/ES,3202652
1401,Itabaiana/PB,2506905
1402,Itambé/PE,2607653
1403,Jataúba/PE,2608008
1404,Mandaguari/PR,4114203
1405,Maribondo/AL,2704807
1406,Maripá de Minas/MG,3140209
1407,Nazaré Paulista/SP,3532405
1408,Nazária/PI,2206720
1409,Ocara/CE,2309458
1410,Pacajá/PA,1505486
1411,Paulo Afonso/BA,2924009
1412,Pimenta Bueno/RO,1100189
1413,Presidente Juscelino/MA,2109205
1414,Quatá/SP,3541703
1415,Rosário do Sul/RS,4316402
1416,Santa Maria do Pará/PA,1506609
1417,São João do Jaguaribe/CE,2312502
1418,São Lourenço da Serra/SP,3549953
1419,Tabira/PE,2614600
1420,Tailândia/PA,1507953
1421,Tracuateua/PA,1508035
1422,Victor Graeff/RS,4323200
1423,Vista Alegre do Alto/SP,3556909
1424,Água Fria/BA,2900405
1425,Acajutiba/BA,2900306
1426,Alagoa Nova/PB,2500403
1427,Apuiarés/CE,2300903
1428,Ararendá/CE,2301257
1429,Barra de São Miguel/PB,2501708
1430,Boa Vista da Aparecida/PR,4103057
1431,Cabreúva/SP,3508405
1432,Campinas do Sul/RS,4303806
1433,Campo Redondo/RN,2402105
1434,Carnaúba dos Dantas/RN,2402402
1435,Conceição de Macabu/RJ,3301405
1436,Coremas/PB,2504801
1437,Curionópolis/PA,1502772
1438,Curuçá/PA,1502905
1439,Fernando Pedroza/RN,2403756
1440,Floresta/PR,4107900
1441,Garrafão do Norte/PA,1503077
1442,Ibicaraí/BA,2912103
1443,Ipaumirim/CE,2305704
1444,Itapororoca/PB,2507101
1445,Itatira/CE,2306603
1446,Jaborandi/SP,3524204
1447,Jaciara/MT,5104807
1448,Jucati/PE,2608255
1449,Lagoa Dourada/MG,3137403
1450,Maratá/RS,4311791
1451,Nazaré da Mata/PE,2609501
1452,Nova Esperança/PR,4116901
1453,Orocó/PE,2609808
1454,Panelas/PE,2610202
1455,Pedreiras/MA,2108207
1456,Piedade dos Gerais/MG,3150406
1457,Querência do Norte/PR,4121000
1458,Quixaba/PE,2611533
1459,Redenção/PA,1506138
1460,Rio Branco/MT,5107206
1461,Rio Preto da Eva/AM,1303569
1462,Rio Real/BA,2927002
1463,Serra Negra do Norte/RN,2413409
1464,Serra Preta/BA,2930402
1465,Serra do Navio/AP,1600055
1466,São Caetano de Odivelas/PA,1507102
1467,São Francisco/MG,3161106
1468,São Geraldo da Piedade/MG,3161601
1469,São João do Araguaia/PA,1507508
1470,São João dos Patos/MA,2111102
1471,Teófilo Otoni/MG,3168606
1472,Tomar do Geru/SE,2807501
1473,Triunfo/RS,4322004
1474,Uruburetama/CE,2313807
1475,Aguaí/SP,3500303
1476,Alenquer/PA,1500404
1477,Almadina/BA,2900900
1478,Alto Santo/CE,2300705
1479,Anadia/AL,2700201
1480,Aperibé/RJ,3300159
1481,Areiópolis/SP,3503604
1482,Barra de Santo Antônio/AL,2700508
1483,Barrinha/SP,3505609
1484,Barro Alto/GO,5203203
1485,Biritiba Mirim/SP,3506607
1486,Brasília de Minas/MG,3108602
1487,Cajati/SP,3509254
1488,Camocim de São Félix/PE,2603504
1489,Campo Alegre de Lourdes/BA,2905909
1490,Carnaubal/CE,2303402
1491,Castelo do Piauí/PI,2202604
1492,Codó/MA,2103307
1493,Concórdia do Pará/PA,1502756
1494,Condado/PE,2604601
1495,Confresa/MT,5103353
1496,Ereré/CE,2304277
1497,Ernestina/RS,4307054
1498,Espírito Santo do Pinhal/SP,3515186
1499,Guarabira/PB,2506301
1500,Iracema/CE,2306009
1501,Itariri/SP,3523305
1502,Jaborá/SC,4208609
1503,João Câmara/RN,2405801
1504,Lago da Pedra/MA,2105708
1505,Licínio de Almeida/BA,2919405
1506,Limoeiro de Anadia/AL,2704203
1507,Lucélia/SP,3527405
1508,Luzilândia/PI,2205805
1509,Macuco/RJ,3302452
1510,Manaquiri/AM,1302553
1511,Miracatu/SP,3529906
1512,Monção/MA,2106904
1513,Morro da Garça/MG,3143609
1514,Nazaré do Piauí/PI,2206704
1515,Novo Gama/GO,5215231
1516,Pacoti/CE,2309805
1517,Palmital/SP,3535309
1518,Paripueira/AL,2706448
1519,Pedra Branca do Amapari/AP,1600154
1520,Pirassununga/SP,3539301
1521,Pitangueiras/SP,3539509
1522,Salesópolis/SP,3545001
1523,Santa Clara do Sul/RS,4316758
1524,Santa Rita do Passa Quatro/SP,3547502
1525,Siqueira Campos/PR,4126603
1526,Solonópole/CE,2313005
1527,São José da Vitória/BA,2929354
1528,São João de Pirabas/PA,1507474
1529,São Sebastião da Grama/SP,3550803
1530,Sítio Novo do Tocantins/TO,1720804
1531,Tamandaré/PE,2614857
1532,Três Marias/MG,3169356
1533,Tucunduva/RS,4322103
1534,Urupá/RO,1101708
1535,Vargem Bonita/SC,4219176
1536,Vassouras/RJ,3306206
1537,Xexéu/PE,2616506
1538,Água Branca/PI,2200202
1539,Agrestina/PE,2600302
1540,Alagoa Grande/PB,2500304
1541,Alto Alegre do Pindaré/MA,2100477
1542,Alvorada do Gurguéia/PI,2200459
1543,Além Paraíba/MG,3101508
1544,Anapu/PA,1500859
1545,Aurora do Pará/PA,1500958
1546,Balneário Barra do Sul/SC,4202057
1547,Barra Bonita/SP,3505302
1548,Barracão/PR,4102604
1549,Belo Oriente/MG,3106309
1550,Belo Vale/MG,3106408
1551,Boa Viagem/CE,2302404
1552,Bom Jesus/PI,2201903
1553,Borborema/SP,3507407
1554,Brejo Santo/CE,2302503
1555,Brejo do Cruz/PB,2502805
1556,Caaporã/PB,2503001
1557,Campestre da Serra/RS,4303673
1558,Campinorte/GO,5204706
1559,Campos Sales/CE,2302701
1560,Cariré/CE,2303105
1561,Cordeirópolis/SP,3512407
1562,Correntes/PE,2604700
1563,Coxixola/PB,2504850
1564,Cruz das Almas/BA,2909802
1565,Delmiro Gouveia/AL,2702405
1566,Dobrada/SP,3514007
1567,Dom Pedro/MA,2103802
1568,Engenheiro Coelho/SP,3515152
1569,Estiva/MG,3124500
1570,Estrela d'Oeste/SP,3515202
1571,Floriano Peixoto/RS,4308250
1572,Guaratuba/PR,4109609
1573,Guaíra/SP,3517406
1574,Ibimirim/PE,2606606
1575,Ilha Grande/PI,2204659
1576,Ipiaçu/MG,3131406
1577,Itaporanga/PB,2507002
1578,Itaubal/AP,1600253
1579,Itirapina/SP,3523602
1580,Jarinu/SP,3525201
1581,José de Freitas/PI,2205508
1582,Juquiá/SP,3526100
1583,Jurema/PE,2608404
1584,Lavrinhas/SP,3526605
1585,Mandaguaçu/PR,4114104
1586,Manoel Emídio/PI,2205904
1587,Maragogi/AL,2704500
1588,Maragogipe/BA,2920601
1589,Marechal Floriano/ES,3203346
1590,Martinópolis/SP,3529203
1591,Mineiros/GO,5213103
1592,Montanhas/RN,2407708
1593,Nova Bréscia/RS,4313003
1594,Nova Olinda/CE,2309201
1595,Nova Prata/RS,4313300
1596,Nova Timboteua/PA,1505007
1597,Novo Aripuanã/AM,1303304
1598,Paragominas/PA,1505502
1599,Pedras de Fogo/PB,2511202
1600,Piaçabuçu/AL,2706802
1601,Quaraí/RS,4315305
1602,Querência/MT,5107065
1603,Quixelô/CE,2311355
1604,Salvador do Sul/RS,4316501
1605,Senhora do Porto/MG,3166105
1606,Serra Negra/SP,3551603
1607,Silves/AM,1304005
1608,Sátiro Dias/BA,2929701
1609,São Benedito/CE,2312304
1610,São Francisco do Brejão/MA,2110856
1611,São João Batista/MA,2111003
1612,São Miguel dos Campos/AL,2708600
1613,São Sebastião do Alto/RJ,3305307
1614,Tomé-Açu/PA,1508001
1615,Trindade/PE,2615607
1616,Tupaciguara/MG,3169604
1617,Umirim/CE,2313757
1618,Viseu/PA,1508308
1619,Almeirim/PA,1500503
1620,Anísio de Abreu/PI,2200707
1621,Areia/PB,2501104
1622,Arvorezinha/RS,4301404
1623,Arês/RN,2401206
1624,Betânia/PE,2601805
1625,Bicas/MG,3106903
1626,Bom Jesus dos Perdões/SP,3507100
1627,Boqueirão/PB,2502508
1628,Borebi/SP,3507456
1629,Cabrobó/PE,2603009
1630,Caldeirão Grande/BA,2905503
1631,Canto do Buriti/PI,2202307
1632,Choró/CE,2303931
1633,Couto Magalhães/TO,1706001
1634,Deputado Irapuan Pinheiro/CE,2304269
1635,Getúlio Vargas/RS,4308904
1636,Governador Edison Lobão/MA,2104552
1637,Guamaré/RN,2404507
1638,Gurinhém/PB,2506400
1639,Holambra/SP,3519055
1640,Itacaré/BA,2914901
1641,Itajobi/SP,3521903
1642,Itaquitinga/PE,2607802
1643,Jaraguá/GO,5211800
1644,Laje/BA,2918803
1645,Livramento de Nossa Senhora/BA,2919504
1646,Marco/CE,2307809
1647,Marizópolis/PB,2509156
1648,Martinho Campos/MG,3140506
1649,Monte Azul Paulista/SP,3531506
1650,Morada Nova/CE,2308708
1651,Muzambinho/MG,3144102
1652,Nilo Peçanha/BA,2922607
1653,Oeiras/PI,2207009
1654,Olho d'Água das Flores/AL,2705705
1655,Oliveira dos Brejinhos/BA,2923209
1656,Ouro Branco/RN,2408508
1657,Paraipaba/CE,2310258
1658,Pedro de Toledo/SP,3537206
1659,Peritiba/SC,4212601
1660,Pinhalzinho/SP,3538204
1661,Pirapora do Bom Jesus/SP,3539103
1662,Piripiri/PI,2208403
1663,Pontão/RS,4314779
1664,Porto Calvo/AL,2707305
1665,Presidente Alves/SP,3541109
1666,Presidente Castello Branco/SC,4213906
